route,date,actual_qty,actual_volume
Lodz-Seville,2026-04-04,2177,3265.5
Lodz-Seville,2026-04-05,3437,5155.5
Lodz-Seville,2026-04-06,1618,2427.0
Lodz-Seville,2026-04-07,2016,3024.0
Bristol-Cologne,2026-04-01,2884,4326.0
Bristol-Cologne,2026-04-02,1537,2305.5
Bristol-Cologne,2026-04-03,2277,3415.5
Bristol-Cologne,2026-04-04,1360,2040.0
Bristol-Cologne,2026-04-05,72,108.0
Bristol-Cologne,2026-04-06,1699,2548.5
Bristol-Cologne,2026-04-07,3007,4510.5
Naples-Malaga,2026-04-01,845,1267.5
Naples-Malaga,2026-04-02,1956,2934.0
Naples-Malaga,2026-04-03,3337,5005.5
Naples-Malaga,2026-04-04,1110,1665.0
Naples-Malaga,2026-04-05,1257,1885.5
Naples-Malaga,2026-04-06,2493,3739.5
Naples-Malaga,2026-04-07,1999,2998.5
Barcelona-Warsaw,2026-04-01,3138,4707.0
Barcelona-Warsaw,2026-04-02,2809,4213.5
Barcelona-Warsaw,2026-04-03,2498,3747.0
Barcelona-Warsaw,2026-04-04,1310,1965.0
Barcelona-Warsaw,2026-04-05,1616,2424.0
Barcelona-Warsaw,2026-04-06,1451,2176.5
Barcelona-Warsaw,2026-04-07,2953,4429.5
Milan-Naples,2026-04-01,428,642.0
Milan-Naples,2026-04-02,2199,3298.5
Milan-Naples,2026-04-03,605,907.5
Milan-Naples,2026-04-04,3457,5185.5
Milan-Naples,2026-04-05,1642,2463.0
Milan-Naples,2026-04-06,3015,4522.5
Milan-Naples,2026-04-07,2642,3963.0
Turin-Malaga,2026-04-01,364,546.0
Turin-Malaga,2026-04-02,566,849.0
Turin-Malaga,2026-04-03,366,549.0
Turin-Malaga,2026-04-04,1816,2724.0
Turin-Malaga,2026-04-05,961,1441.5
Turin-Malaga,2026-04-06,2117,3175.5
Turin-Malaga,2026-04-07,3401,5101.5
Zaragoza-Utrecht,2026-04-01,1203,1804.5
Zaragoza-Utrecht,2026-04-02,1976,2964.0
Zaragoza-Utrecht,2026-04-03,1097,1645.5
Zaragoza-Utrecht,2026-04-04,2055,3082.5
Zaragoza-Utrecht,2026-04-05,304,456.0
Zaragoza-Utrecht,2026-04-06,2090,3135.0
Zaragoza-Utrecht,2026-04-07,1340,2010.0
London-Rome,2026-04-01,2303,3454.5
London-Rome,2026-04-02,1016,1524.0
London-Rome,2026-04-03,2910,4365.0
London-Rome,2026-04-04,1964,2946.0
London-Rome,2026-04-05,1829,2743.5
London-Rome,2026-04-06,798,1197.0
London-Rome,2026-04-07,818,1227.0
Lyon-Warsaw,2026-04-01,2413,3619.5
Lyon-Warsaw,2026-04-02,2003,3004.5
Lyon-Warsaw,2026-04-03,938,1407.0
Lyon-Warsaw,2026-04-04,1478,2217.0
Lyon-Warsaw,2026-04-05,976,1464.0
Lyon-Warsaw,2026-04-06,1307,1960.5
Lyon-Warsaw,2026-04-07,1696,2544.0
Warsaw-Lyon,2026-04-01,1008,1512.0
Warsaw-Lyon,2026-04-02,1769,2653.5
Warsaw-Lyon,2026-04-03,1862,2793.0
Warsaw-Lyon,2026-04-04,1054,1581.0
Warsaw-Lyon,2026-04-05,3119,4678.5
Warsaw-Lyon,2026-04-06,2429,3643.5
Warsaw-Lyon,2026-04-07,1986,2979.0
Seville-Malaga,2026-04-01,765,1147.5
Seville-Malaga,2026-04-02,2794,4191.0
Seville-Malaga,2026-04-03,1998,2997.0
Seville-Malaga,2026-04-04,2940,4410.0
Seville-Malaga,2026-04-05,1009,1513.5
Seville-Malaga,2026-04-06,2342,3513.0
Seville-Malaga,2026-04-07,3157,4735.5
Wroclaw-Hamburg,2026-04-01,2940,4410.0
Wroclaw-Hamburg,2026-04-02,1208,1812.0
Wroclaw-Hamburg,2026-04-03,2190,3285.0
Wroclaw-Hamburg,2026-04-04,337,505.5
Wroclaw-Hamburg,2026-04-05,3065,4597.5
Wroclaw-Hamburg,2026-04-06,2575,3862.5
Wroclaw-Hamburg,2026-04-07,3565,5347.5
Poznan-Liverpool,2026-04-01,2602,3903.0
Poznan-Liverpool,2026-04-02,2566,3849.0
Poznan-Liverpool,2026-04-03,1656,2484.0
Poznan-Liverpool,2026-04-04,584,876.0
Poznan-Liverpool,2026-04-05,3472,5208.0
Poznan-Liverpool,2026-04-06,589,883.5
Poznan-Liverpool,2026-04-07,580,870.0
Lodz-Birmingham,2026-04-01,1828,2742.0
Lodz-Birmingham,2026-04-02,3465,5197.5
Lodz-Birmingham,2026-04-03,3282,4923.0
Lodz-Birmingham,2026-04-04,3100,4650.0
Lodz-Birmingham,2026-04-05,1426,2139.0
Lodz-Birmingham,2026-04-06,3230,4845.0
Lodz-Birmingham,2026-04-07,2819,4228.5
Lodz-Rotterdam,2026-04-01,3205,4807.5
Lodz-Rotterdam,2026-04-02,3121,4681.5
Lodz-Rotterdam,2026-04-03,1889,2833.5
Lodz-Rotterdam,2026-04-04,918,1377.0
Lodz-Rotterdam,2026-04-05,2751,4126.5
Lodz-Rotterdam,2026-04-06,2370,3555.0
Lodz-Rotterdam,2026-04-07,509,763.5
Genoa-Amsterdam,2026-04-01,2602,3903.0
Genoa-Amsterdam,2026-04-02,3422,5133.0
Genoa-Amsterdam,2026-04-03,745,1117.5
Genoa-Amsterdam,2026-04-04,2069,3103.5
Genoa-Amsterdam,2026-04-05,1515,2272.5
Genoa-Amsterdam,2026-04-06,508,762.0
Genoa-Amsterdam,2026-04-07,1922,2883.0
Naples-Berlin,2026-04-01,2862,4293.0
Naples-Berlin,2026-04-02,3509,5263.5
Naples-Berlin,2026-04-03,1908,2862.0
Naples-Berlin,2026-04-04,1221,1831.5
Naples-Berlin,2026-04-05,756,1134.0
Naples-Berlin,2026-04-06,2868,4302.0
Naples-Berlin,2026-04-07,2470,3705.0
Krakow-Nantes,2026-04-01,1617,2425.5
Krakow-Nantes,2026-04-02,1275,1912.5
Krakow-Nantes,2026-04-03,2592,3888.0
Krakow-Nantes,2026-04-04,2512,3768.0
Krakow-Nantes,2026-04-05,1462,2193.0
Krakow-Nantes,2026-04-06,969,1453.5
Krakow-Nantes,2026-04-07,988,1482.0
Palermo-Valencia,2026-04-01,1861,2791.5
Palermo-Valencia,2026-04-02,3119,4678.5
Palermo-Valencia,2026-04-03,3295,4942.5
Palermo-Valencia,2026-04-04,206,309.0
Palermo-Valencia,2026-04-05,3363,5044.5
Palermo-Valencia,2026-04-06,2163,3244.5
Palermo-Valencia,2026-04-07,1367,2050.5
Lodz-Munich,2026-04-01,195,292.5
Lodz-Munich,2026-04-02,188,282.0
Lodz-Munich,2026-04-03,1609,2413.5
Lodz-Munich,2026-04-04,233,349.5
Lodz-Munich,2026-04-05,1421,2131.5
Lodz-Munich,2026-04-06,829,1243.5
Lodz-Munich,2026-04-07,1616,2424.0
Bristol-Seville,2026-04-01,1746,2619.0
Bristol-Seville,2026-04-02,1473,2209.5
Bristol-Seville,2026-04-03,288,432.0
Bristol-Seville,2026-04-04,300,450.0
Bristol-Seville,2026-04-05,2756,4134.0
Bristol-Seville,2026-04-06,2100,3150.0
Bristol-Seville,2026-04-07,2110,3165.0
Malaga-Amsterdam,2026-04-01,513,769.5
Malaga-Amsterdam,2026-04-02,1879,2818.5
Malaga-Amsterdam,2026-04-03,2556,3834.0
Malaga-Amsterdam,2026-04-04,1265,1897.5
Malaga-Amsterdam,2026-04-05,3014,4521.0
Malaga-Amsterdam,2026-04-06,1648,2472.0
Malaga-Amsterdam,2026-04-07,1927,2890.5
Wroclaw-Utrecht,2026-04-01,2530,3795.0
Wroclaw-Utrecht,2026-04-02,625,937.5
Wroclaw-Utrecht,2026-04-03,2654,3981.0
Wroclaw-Utrecht,2026-04-04,2321,3481.5
Wroclaw-Utrecht,2026-04-05,3091,4636.5
Wroclaw-Utrecht,2026-04-06,1994,2991.0
Wroclaw-Utrecht,2026-04-07,3001,4501.5
Eindhoven-Genoa,2026-04-01,3395,5092.5
Eindhoven-Genoa,2026-04-02,1587,2380.5
Eindhoven-Genoa,2026-04-03,1769,2653.5
Eindhoven-Genoa,2026-04-04,2714,4071.0
Eindhoven-Genoa,2026-04-05,1808,2712.0
Eindhoven-Genoa,2026-04-06,1237,1855.5
Eindhoven-Genoa,2026-04-07,1439,2158.5
Liverpool-Rome,2026-04-01,2494,3741.0
Liverpool-Rome,2026-04-02,1811,2716.5
Liverpool-Rome,2026-04-03,1676,2514.0
Liverpool-Rome,2026-04-04,1656,2484.0
Liverpool-Rome,2026-04-05,1331,1996.5
Liverpool-Rome,2026-04-06,876,1314.0
Liverpool-Rome,2026-04-07,2594,3891.0
Frankfurt-Berlin,2026-04-01,2770,4155.0
Frankfurt-Berlin,2026-04-02,1494,2241.0
Frankfurt-Berlin,2026-04-03,1070,1605.0
Frankfurt-Berlin,2026-04-04,2625,3937.5
Frankfurt-Berlin,2026-04-05,74,111.0
Frankfurt-Berlin,2026-04-06,2293,3439.5
Frankfurt-Berlin,2026-04-07,915,1372.5
Rotterdam-Lodz,2026-04-01,1370,2055.0
Rotterdam-Lodz,2026-04-02,1041,1561.5
Rotterdam-Lodz,2026-04-03,1408,2112.0
Rotterdam-Lodz,2026-04-04,1095,1642.5
Rotterdam-Lodz,2026-04-05,1550,2325.0
Rotterdam-Lodz,2026-04-06,2239,3358.5
Rotterdam-Lodz,2026-04-07,73,109.5
Birmingham-Hamburg,2026-04-01,1004,1506.0
Birmingham-Hamburg,2026-04-02,1789,2683.5
Birmingham-Hamburg,2026-04-03,421,631.5
Birmingham-Hamburg,2026-04-04,1888,2832.0
Birmingham-Hamburg,2026-04-05,763,1144.5
Birmingham-Hamburg,2026-04-06,2086,3129.0
Birmingham-Hamburg,2026-04-07,2088,3132.0
Nantes-Valencia,2026-04-01,1378,2067.0
Nantes-Valencia,2026-04-02,218,327.0
Nantes-Valencia,2026-04-03,1595,2392.5
Nantes-Valencia,2026-04-04,2149,3223.5
Nantes-Valencia,2026-04-05,2837,4255.5
Nantes-Valencia,2026-04-06,2819,4228.5
Nantes-Valencia,2026-04-07,2336,3504.0
Paris-Wroclaw,2026-04-01,145,217.5
Paris-Wroclaw,2026-04-02,2643,3964.5
Paris-Wroclaw,2026-04-03,3546,5319.0
Paris-Wroclaw,2026-04-04,562,843.0
Paris-Wroclaw,2026-04-05,1732,2598.0
Paris-Wroclaw,2026-04-06,2603,3904.5
Paris-Wroclaw,2026-04-07,3199,4798.5
Zaragoza-London,2026-04-01,923,1384.5
Zaragoza-London,2026-04-02,805,1207.5
Zaragoza-London,2026-04-03,924,1386.0
Zaragoza-London,2026-04-04,217,325.5
Zaragoza-London,2026-04-05,884,1326.0
Zaragoza-London,2026-04-06,894,1341.0
Zaragoza-London,2026-04-07,1294,1941.0
Lyon-Naples,2026-04-01,743,1114.5
Lyon-Naples,2026-04-02,2916,4374.0
Lyon-Naples,2026-04-03,2563,3844.5
Lyon-Naples,2026-04-04,2059,3088.5
Lyon-Naples,2026-04-05,487,730.5
Lyon-Naples,2026-04-06,1608,2412.0
Lyon-Naples,2026-04-07,2585,3877.5
Amsterdam-Hamburg,2026-04-01,1658,2487.0
Amsterdam-Hamburg,2026-04-02,2563,3844.5
Amsterdam-Hamburg,2026-04-03,601,901.5
Amsterdam-Hamburg,2026-04-04,403,604.5
Amsterdam-Hamburg,2026-04-05,1045,1567.5
Amsterdam-Hamburg,2026-04-06,1508,2262.0
Amsterdam-Hamburg,2026-04-07,114,171.0
Zaragoza-Rome,2026-04-01,2005,3007.5
Zaragoza-Rome,2026-04-02,738,1107.0
Zaragoza-Rome,2026-04-03,2500,3750.0
Zaragoza-Rome,2026-04-04,1518,2277.0
Zaragoza-Rome,2026-04-05,3458,5187.0
Zaragoza-Rome,2026-04-06,1629,2443.5
Zaragoza-Rome,2026-04-07,2578,3867.0
Turin-Toulouse,2026-04-01,2425,3637.5
Turin-Toulouse,2026-04-02,2754,4131.0
Turin-Toulouse,2026-04-03,1765,2647.5
Turin-Toulouse,2026-04-04,2135,3202.5
Turin-Toulouse,2026-04-05,550,825.0
Turin-Toulouse,2026-04-06,673,1009.5
Turin-Toulouse,2026-04-07,63,94.5
Glasgow-Palermo,2026-04-01,2698,4047.0
Glasgow-Palermo,2026-04-02,2644,3966.0
Glasgow-Palermo,2026-04-03,869,1303.5
Glasgow-Palermo,2026-04-04,2715,4072.5
Glasgow-Palermo,2026-04-05,2621,3931.5
Glasgow-Palermo,2026-04-06,656,984.0
Glasgow-Palermo,2026-04-07,3172,4758.0
Stuttgart-Nice,2026-04-01,2337,3505.5
Stuttgart-Nice,2026-04-02,2714,4071.0
Stuttgart-Nice,2026-04-03,1571,2356.5
Stuttgart-Nice,2026-04-04,997,1495.5
Stuttgart-Nice,2026-04-05,2617,3925.5
Stuttgart-Nice,2026-04-06,2264,3396.0
Stuttgart-Nice,2026-04-07,3477,5215.5
Liverpool-Genoa,2026-04-01,2545,3817.5
Liverpool-Genoa,2026-04-02,3368,5052.0
Liverpool-Genoa,2026-04-03,1985,2977.5
Liverpool-Genoa,2026-04-04,2809,4213.5
Liverpool-Genoa,2026-04-05,207,310.5
Liverpool-Genoa,2026-04-06,2320,3480.0
Liverpool-Genoa,2026-04-07,2997,4495.5
Stuttgart-Marseille,2026-04-01,2333,3499.5
Stuttgart-Marseille,2026-04-02,1967,2950.5
Stuttgart-Marseille,2026-04-03,437,655.5
Stuttgart-Marseille,2026-04-04,1258,1887.0
Stuttgart-Marseille,2026-04-05,673,1009.5
Stuttgart-Marseille,2026-04-06,350,525.0
Stuttgart-Marseille,2026-04-07,1145,1717.5
Barcelona-Manchester,2026-04-01,318,477.0
Barcelona-Manchester,2026-04-02,722,1083.0
Barcelona-Manchester,2026-04-03,2139,3208.5
Barcelona-Manchester,2026-04-04,758,1137.0
Barcelona-Manchester,2026-04-05,2947,4420.5
Barcelona-Manchester,2026-04-06,2286,3429.0
Barcelona-Manchester,2026-04-07,1600,2400.0
Bristol-Naples,2026-04-01,600,900.0
Bristol-Naples,2026-04-02,481,721.5
Bristol-Naples,2026-04-03,1220,1830.0
Bristol-Naples,2026-04-04,1339,2008.5
Bristol-Naples,2026-04-05,2379,3568.5
Bristol-Naples,2026-04-06,1626,2439.0
Bristol-Naples,2026-04-07,2977,4465.5
Toulouse-Milan,2026-04-01,1872,2808.0
Toulouse-Milan,2026-04-02,2513,3769.5
Toulouse-Milan,2026-04-03,1878,2817.0
Toulouse-Milan,2026-04-04,1292,1938.0
Toulouse-Milan,2026-04-05,938,1407.0
Toulouse-Milan,2026-04-06,2247,3370.5
Toulouse-Milan,2026-04-07,892,1338.0
Paris-Milan,2026-04-01,1792,2688.0
Paris-Milan,2026-04-02,580,870.0
Paris-Milan,2026-04-03,2080,3120.0
Paris-Milan,2026-04-04,1227,1840.5
Paris-Milan,2026-04-05,2202,3303.0
Paris-Milan,2026-04-06,1267,1900.5
Paris-Milan,2026-04-07,2534,3801.0
Hamburg-Warsaw,2026-04-01,1886,2829.0
Hamburg-Warsaw,2026-04-02,1800,2700.0
Hamburg-Warsaw,2026-04-03,2483,3724.5
Hamburg-Warsaw,2026-04-04,741,1111.5
Hamburg-Warsaw,2026-04-05,2447,3670.5
Hamburg-Warsaw,2026-04-06,717,1075.5
Hamburg-Warsaw,2026-04-07,1111,1666.5
Birmingham-Utrecht,2026-04-01,119,178.5
Birmingham-Utrecht,2026-04-02,827,1240.5
Birmingham-Utrecht,2026-04-03,482,723.0
Birmingham-Utrecht,2026-04-04,356,534.0
Birmingham-Utrecht,2026-04-05,619,928.5
Birmingham-Utrecht,2026-04-06,709,1063.5
Birmingham-Utrecht,2026-04-07,1787,2680.5
Madrid-Poznan,2026-04-01,1536,2304.0
Madrid-Poznan,2026-04-02,805,1207.5
Madrid-Poznan,2026-04-03,2401,3601.5
Madrid-Poznan,2026-04-04,2311,3466.5
Madrid-Poznan,2026-04-05,151,226.5
Madrid-Poznan,2026-04-06,3416,5124.0
Madrid-Poznan,2026-04-07,1968,2952.0
Naples-Palermo,2026-04-01,1702,2553.0
Naples-Palermo,2026-04-02,805,1207.5
Naples-Palermo,2026-04-03,821,1231.5
Naples-Palermo,2026-04-04,55,82.5
Naples-Palermo,2026-04-05,3174,4761.0
Naples-Palermo,2026-04-06,416,624.0
Naples-Palermo,2026-04-07,2098,3147.0
Naples-Hamburg,2026-04-01,3147,4720.5
Naples-Hamburg,2026-04-02,2730,4095.0
Naples-Hamburg,2026-04-03,114,171.0
Naples-Hamburg,2026-04-04,1232,1848.0
Naples-Hamburg,2026-04-05,2267,3400.5
Naples-Hamburg,2026-04-06,1074,1611.0
Naples-Hamburg,2026-04-07,3388,5082.0
Cologne-Munich,2026-04-01,2562,3843.0
Cologne-Munich,2026-04-02,1620,2430.0
Cologne-Munich,2026-04-03,1273,1909.5
Cologne-Munich,2026-04-04,2672,4008.0
Cologne-Munich,2026-04-05,2806,4209.0
Cologne-Munich,2026-04-06,1025,1537.5
Cologne-Munich,2026-04-07,3273,4909.5
Stuttgart-Naples,2026-04-01,1743,2614.5
Stuttgart-Naples,2026-04-02,810,1215.0
Stuttgart-Naples,2026-04-03,2130,3195.0
Stuttgart-Naples,2026-04-04,2915,4372.5
Stuttgart-Naples,2026-04-05,266,399.0
Stuttgart-Naples,2026-04-06,632,948.0
Stuttgart-Naples,2026-04-07,452,678.0
Lyon-London,2026-04-01,1508,2262.0
Lyon-London,2026-04-02,1471,2206.5
Lyon-London,2026-04-03,2060,3090.0
Lyon-London,2026-04-04,1979,2968.5
Lyon-London,2026-04-05,2158,3237.0
Lyon-London,2026-04-06,2146,3219.0
Lyon-London,2026-04-07,1965,2947.5
Malaga-The Hague,2026-04-01,2880,4320.0
Malaga-The Hague,2026-04-02,456,684.0
Malaga-The Hague,2026-04-03,166,249.0
Malaga-The Hague,2026-04-04,1919,2878.5
Malaga-The Hague,2026-04-05,725,1087.5
Malaga-The Hague,2026-04-06,3427,5140.5
Malaga-The Hague,2026-04-07,1339,2008.5
Rome-Hamburg,2026-04-01,2136,3204.0
Rome-Hamburg,2026-04-02,520,780.0
Rome-Hamburg,2026-04-03,1657,2485.5
Rome-Hamburg,2026-04-04,3279,4918.5
Rome-Hamburg,2026-04-05,2930,4395.0
Rome-Hamburg,2026-04-06,2116,3174.0
Rome-Hamburg,2026-04-07,1548,2322.0
Utrecht-Palermo,2026-04-01,2740,4110.0
Utrecht-Palermo,2026-04-02,2265,3397.5
Utrecht-Palermo,2026-04-03,548,822.0
Utrecht-Palermo,2026-04-04,2707,4060.5
Utrecht-Palermo,2026-04-05,1823,2734.5
Utrecht-Palermo,2026-04-06,975,1462.5
Utrecht-Palermo,2026-04-07,233,349.5
Lyon-The Hague,2026-04-01,2456,3684.0
Lyon-The Hague,2026-04-02,1848,2772.0
Lyon-The Hague,2026-04-03,3480,5220.0
Lyon-The Hague,2026-04-04,500,750.0
Lyon-The Hague,2026-04-05,1540,2310.0
Lyon-The Hague,2026-04-06,972,1458.0
Lyon-The Hague,2026-04-07,2570,3855.0
Frankfurt-Stuttgart,2026-04-01,948,1422.0
Frankfurt-Stuttgart,2026-04-02,2696,4044.0
Frankfurt-Stuttgart,2026-04-03,2405,3607.5
Frankfurt-Stuttgart,2026-04-04,522,783.0
Frankfurt-Stuttgart,2026-04-05,3583,5374.5
Frankfurt-Stuttgart,2026-04-06,2947,4420.5
Frankfurt-Stuttgart,2026-04-07,1173,1759.5
London-Eindhoven,2026-04-01,3287,4930.5
London-Eindhoven,2026-04-02,2700,4050.0
London-Eindhoven,2026-04-03,559,838.5
London-Eindhoven,2026-04-04,2933,4399.5
London-Eindhoven,2026-04-05,581,871.5
London-Eindhoven,2026-04-06,837,1255.5
London-Eindhoven,2026-04-07,462,693.0
Madrid-Milan,2026-04-01,1686,2529.0
Madrid-Milan,2026-04-02,2509,3763.5
Madrid-Milan,2026-04-03,2240,3360.0
Madrid-Milan,2026-04-04,2904,4356.0
Madrid-Milan,2026-04-05,1617,2425.5
Madrid-Milan,2026-04-06,3112,4668.0
Madrid-Milan,2026-04-07,1100,1650.0
Cologne-Hamburg,2026-04-01,83,124.5
Cologne-Hamburg,2026-04-02,611,916.5
Cologne-Hamburg,2026-04-03,3184,4776.0
Cologne-Hamburg,2026-04-04,1618,2427.0
Cologne-Hamburg,2026-04-05,2646,3969.0
Cologne-Hamburg,2026-04-06,2484,3726.0
Cologne-Hamburg,2026-04-07,792,1188.0
Frankfurt-Malaga,2026-04-01,910,1365.0
Frankfurt-Malaga,2026-04-02,2133,3199.5
Frankfurt-Malaga,2026-04-03,2133,3199.5
Frankfurt-Malaga,2026-04-04,64,96.0
Frankfurt-Malaga,2026-04-05,2810,4215.0
Frankfurt-Malaga,2026-04-06,2140,3210.0
Frankfurt-Malaga,2026-04-07,1829,2743.5
Madrid-Toulouse,2026-04-01,938,1407.0
Madrid-Toulouse,2026-04-02,3323,4984.5
Madrid-Toulouse,2026-04-03,1170,1755.0
Madrid-Toulouse,2026-04-04,2486,3729.0
Madrid-Toulouse,2026-04-05,3162,4743.0
Madrid-Toulouse,2026-04-06,795,1192.5
Madrid-Toulouse,2026-04-07,2899,4348.5
Frankfurt-Manchester,2026-04-01,194,291.0
Frankfurt-Manchester,2026-04-02,1952,2928.0
Frankfurt-Manchester,2026-04-03,2788,4182.0
Frankfurt-Manchester,2026-04-04,69,103.5
Frankfurt-Manchester,2026-04-05,3027,4540.5
Frankfurt-Manchester,2026-04-06,293,439.5
Frankfurt-Manchester,2026-04-07,3090,4635.0
Paris-Seville,2026-04-01,3010,4515.0
Paris-Seville,2026-04-02,1435,2152.5
Paris-Seville,2026-04-03,2334,3501.0
Paris-Seville,2026-04-04,2440,3660.0
Paris-Seville,2026-04-05,2023,3034.5
Paris-Seville,2026-04-06,342,513.0
Paris-Seville,2026-04-07,3190,4785.0
Warsaw-Wroclaw,2026-04-01,2004,3006.0
Warsaw-Wroclaw,2026-04-02,3231,4846.5
Warsaw-Wroclaw,2026-04-03,476,714.0
Warsaw-Wroclaw,2026-04-04,1844,2766.0
Warsaw-Wroclaw,2026-04-05,3067,4600.5
Warsaw-Wroclaw,2026-04-06,544,816.0
Warsaw-Wroclaw,2026-04-07,1648,2472.0
Rotterdam-Poznan,2026-04-01,3571,5356.5
Rotterdam-Poznan,2026-04-02,639,958.5
Rotterdam-Poznan,2026-04-03,1922,2883.0
Rotterdam-Poznan,2026-04-04,464,696.0
Rotterdam-Poznan,2026-04-05,2230,3345.0
Rotterdam-Poznan,2026-04-06,3291,4936.5
Rotterdam-Poznan,2026-04-07,614,921.0
Genoa-Turin,2026-04-01,357,535.5
Genoa-Turin,2026-04-02,1122,1683.0
Genoa-Turin,2026-04-03,499,748.5
Genoa-Turin,2026-04-04,146,219.0
Genoa-Turin,2026-04-05,254,381.0
Genoa-Turin,2026-04-06,1273,1909.5
Genoa-Turin,2026-04-07,717,1075.5
Berlin-London,2026-04-01,248,372.0
Berlin-London,2026-04-02,1191,1786.5
Berlin-London,2026-04-03,1804,2706.0
Berlin-London,2026-04-04,92,138.0
Berlin-London,2026-04-05,1823,2734.5
Berlin-London,2026-04-06,1313,1969.5
Berlin-London,2026-04-07,324,486.0
Warsaw-Eindhoven,2026-04-01,2297,3445.5
Warsaw-Eindhoven,2026-04-02,2374,3561.0
Warsaw-Eindhoven,2026-04-03,1649,2473.5
Warsaw-Eindhoven,2026-04-04,3253,4879.5
Warsaw-Eindhoven,2026-04-05,2242,3363.0
Warsaw-Eindhoven,2026-04-06,1172,1758.0
Warsaw-Eindhoven,2026-04-07,1199,1798.5
Toulouse-Genoa,2026-04-01,1314,1971.0
Toulouse-Genoa,2026-04-02,1434,2151.0
Toulouse-Genoa,2026-04-03,1548,2322.0
Toulouse-Genoa,2026-04-04,1338,2007.0
Toulouse-Genoa,2026-04-05,2852,4278.0
Toulouse-Genoa,2026-04-06,2213,3319.5
Toulouse-Genoa,2026-04-07,1818,2727.0
Poznan-Birmingham,2026-04-01,1356,2034.0
Poznan-Birmingham,2026-04-02,3034,4551.0
Poznan-Birmingham,2026-04-03,147,220.5
Poznan-Birmingham,2026-04-04,976,1464.0
Poznan-Birmingham,2026-04-05,1525,2287.5
Poznan-Birmingham,2026-04-06,2084,3126.0
Poznan-Birmingham,2026-04-07,1652,2478.0
Malaga-Bristol,2026-04-01,177,265.5
Malaga-Bristol,2026-04-02,952,1428.0
Malaga-Bristol,2026-04-03,3062,4593.0
Malaga-Bristol,2026-04-04,1740,2610.0
Malaga-Bristol,2026-04-05,1365,2047.5
Malaga-Bristol,2026-04-06,1027,1540.5
Malaga-Bristol,2026-04-07,368,552.0
The Hague-Palermo,2026-04-01,2046,3069.0
The Hague-Palermo,2026-04-02,685,1027.5
The Hague-Palermo,2026-04-03,1010,1515.0
The Hague-Palermo,2026-04-04,1948,2922.0
The Hague-Palermo,2026-04-05,2166,3249.0
The Hague-Palermo,2026-04-06,2768,4152.0
The Hague-Palermo,2026-04-07,689,1033.5
Lyon-Genoa,2026-04-01,3107,4660.5
Lyon-Genoa,2026-04-02,862,1293.0
Lyon-Genoa,2026-04-03,2146,3219.0
Lyon-Genoa,2026-04-04,2071,3106.5
Lyon-Genoa,2026-04-05,1297,1945.5
Lyon-Genoa,2026-04-06,1766,2649.0
Lyon-Genoa,2026-04-07,2838,4257.0
Lyon-Krakow,2026-04-01,534,801.0
Lyon-Krakow,2026-04-02,2316,3474.0
Lyon-Krakow,2026-04-03,740,1110.0
Lyon-Krakow,2026-04-04,3281,4921.5
Lyon-Krakow,2026-04-05,121,181.5
Lyon-Krakow,2026-04-06,3391,5086.5
Lyon-Krakow,2026-04-07,3420,5130.0
Naples-Bristol,2026-04-01,285,427.5
Naples-Bristol,2026-04-02,2141,3211.5
Naples-Bristol,2026-04-03,934,1401.0
Naples-Bristol,2026-04-04,2137,3205.5
Naples-Bristol,2026-04-05,960,1440.0
Naples-Bristol,2026-04-06,2838,4257.0
Naples-Bristol,2026-04-07,1263,1894.5
Naples-Nantes,2026-04-01,2193,3289.5
Naples-Nantes,2026-04-02,1012,1518.0
Naples-Nantes,2026-04-03,1248,1872.0
Naples-Nantes,2026-04-04,236,354.0
Naples-Nantes,2026-04-05,735,1102.5
Naples-Nantes,2026-04-06,2411,3616.5
Naples-Nantes,2026-04-07,2096,3144.0
Zaragoza-Rotterdam,2026-04-01,2806,4209.0
Zaragoza-Rotterdam,2026-04-02,2982,4473.0
Zaragoza-Rotterdam,2026-04-03,3344,5016.0
Zaragoza-Rotterdam,2026-04-04,2539,3808.5
Zaragoza-Rotterdam,2026-04-05,1012,1518.0
Zaragoza-Rotterdam,2026-04-06,2700,4050.0
Zaragoza-Rotterdam,2026-04-07,2404,3606.0
Frankfurt-Liverpool,2026-04-01,3426,5139.0
Frankfurt-Liverpool,2026-04-02,91,136.5
Frankfurt-Liverpool,2026-04-03,1177,1765.5
Frankfurt-Liverpool,2026-04-04,200,300.0
Frankfurt-Liverpool,2026-04-05,898,1347.0
Frankfurt-Liverpool,2026-04-06,3540,5310.0
Frankfurt-Liverpool,2026-04-07,3077,4615.5
Lyon-Seville,2026-04-01,982,1473.0
Lyon-Seville,2026-04-02,769,1153.5
Lyon-Seville,2026-04-03,520,780.0
Lyon-Seville,2026-04-04,2096,3144.0
Lyon-Seville,2026-04-05,2298,3447.0
Lyon-Seville,2026-04-06,1067,1600.5
Lyon-Seville,2026-04-07,2332,3498.0
Nantes-Hamburg,2026-04-01,1136,1704.0
Nantes-Hamburg,2026-04-02,483,724.5
Nantes-Hamburg,2026-04-03,77,115.5
Nantes-Hamburg,2026-04-04,620,930.0
Nantes-Hamburg,2026-04-05,1092,1638.0
Nantes-Hamburg,2026-04-06,2411,3616.5
Nantes-Hamburg,2026-04-07,1069,1603.5
Seville-Genoa,2026-04-01,1019,1528.5
